Day,Date,CodedDay,Zone,Weather,Temperature,Traffic
Sunday,05-06-18,7,89,35,29,1
Sunday,05-06-18,7,90,28,25,3
Sunday,05-06-18,7,91,32,15,3
Sunday,05-06-18,7,92,10,33,1
Sunday,05-06-18,7,93,1,16,2
Sunday,05-06-18,7,94,33,27,1
Sunday,05-06-18,7,95,16,38,1
Sunday,05-06-18,7,96,10,10,3
Sunday,05-06-18,7,97,42,30,4
Sunday,05-06-18,7,98,6,42,4
Sunday,05-06-18,7,99,40,14,5
Sunday,05-06-18,7,100,36,43,4
Sunday,05-06-18,7,101,45,22,1
Sunday,05-06-18,7,102,41,29,2
Sunday,05-06-18,7,103,30,9,5
Sunday,05-06-18,7,104,34,18,1
Sunday,05-06-18,7,105,9,20,2
Sunday,05-06-18,7,106,22,6,2
Sunday,05-06-18,7,107,0,27,3
Sunday,05-06-18,7,108,43,39,2
Sunday,05-06-18,7,109,17,28,5
Sunday,05-06-18,7,110,41,40,5
Sunday,05-06-18,7,111,28,18,1
Sunday,05-06-18,7,112,14,23,5
Sunday,05-06-18,7,113,19,41,1
Sunday,05-06-18,7,114,33,12,2
Sunday,05-06-18,7,115,3,30,1
Sunday,05-06-18,7,116,42,31,2
Sunday,05-06-18,7,117,9,22,3
Sunday,05-06-18,7,118,0,38,2
Sunday,05-06-18,7,119,5,31,2
Sunday,05-06-18,7,120,44,16,5
Sunday,05-06-18,7,121,44,34,5
Sunday,05-06-18,7,122,11,44,5
Sunday,05-06-18,7,123,1,28,5
Sunday,05-06-18,7,124,47,36,1
Sunday,05-06-18,7,125,30,18,2
Sunday,05-06-18,7,126,44,19,2
Sunday,05-06-18,7,127,8,26,1
Sunday,05-06-18,7,128,46,39,1
Sunday,05-06-18,7,129,46,30,4
Sunday,05-06-18,7,130,15,33,3
Sunday,05-06-18,7,131,13,12,2
Sunday,05-06-18,7,132,26,9,4
Sunday,05-06-18,7,133,46,18,5
Sunday,05-06-18,7,134,9,8,1
Sunday,05-06-18,7,135,19,9,3
Sunday,05-06-18,7,136,11,42,1
Sunday,05-06-18,7,137,31,9,2
Sunday,05-06-18,7,138,43,29,5
Sunday,05-06-18,7,139,30,34,5
Sunday,05-06-18,7,140,44,9,5
Sunday,05-06-18,7,141,32,17,1
Sunday,05-06-18,7,142,30,26,4
Sunday,05-06-18,7,143,9,43,4
Sunday,05-06-18,7,144,47,8,5
Monday,06-06-18,1,1,47,39,2
Monday,06-06-18,1,2,3,18,5
Monday,06-06-18,1,3,11,32,3
Monday,06-06-18,1,4,9,13,4
Monday,06-06-18,1,5,13,40,1
Monday,06-06-18,1,6,12,24,4
Monday,06-06-18,1,7,23,21,4
Monday,06-06-18,1,8,21,23,3
Monday,06-06-18,1,9,43,24,5
Monday,06-06-18,1,10,37,34,4
Monday,06-06-18,1,11,31,25,3
Monday,06-06-18,1,12,32,42,3
Monday,06-06-18,1,13,3,39,2
Monday,06-06-18,1,14,7,24,1
Monday,06-06-18,1,15,20,43,4
Monday,06-06-18,1,16,31,22,1
Monday,06-06-18,1,17,33,8,1
Monday,06-06-18,1,18,33,19,2
Monday,06-06-18,1,19,24,34,3
Monday,06-06-18,1,20,35,18,3
Monday,06-06-18,1,21,36,15,2
Monday,06-06-18,1,22,3,33,2
Monday,06-06-18,1,23,25,41,3
Monday,06-06-18,1,24,19,15,3
Monday,06-06-18,1,25,0,21,4
Monday,06-06-18,1,26,46,10,3
Monday,06-06-18,1,27,36,30,5
Monday,06-06-18,1,28,28,17,5
Monday,06-06-18,1,29,34,28,5
Monday,06-06-18,1,30,10,25,4
Monday,06-06-18,1,31,2,6,3
Monday,06-06-18,1,32,27,22,2
Monday,06-06-18,1,33,43,39,2
Monday,06-06-18,1,34,41,32,2
Monday,06-06-18,1,35,34,19,3
Monday,06-06-18,1,36,21,40,1
Monday,06-06-18,1,37,42,30,5
Monday,06-06-18,1,38,1,16,3
Monday,06-06-18,1,39,29,30,4
Monday,06-06-18,1,40,28,41,5
Monday,06-06-18,1,41,39,19,4
Monday,06-06-18,1,42,8,42,1
Monday,06-06-18,1,43,47,22,3
Monday,06-06-18,1,44,24,26,3
Monday,06-06-18,1,45,10,33,4
Monday,06-06-18,1,46,43,25,3
Monday,06-06-18,1,47,16,37,2
Monday,06-06-18,1,48,29,22,3
Monday,06-06-18,1,49,10,20,4
Monday,06-06-18,1,50,5,21,4
Monday,06-06-18,1,51,19,11,1
Monday,06-06-18,1,52,35,20,2
Monday,06-06-18,1,53,9,37,1
Monday,06-06-18,1,54,1,29,2
Monday,06-06-18,1,55,34,9,4
Monday,06-06-18,1,56,38,9,3
Monday,06-06-18,1,57,31,27,2
Monday,06-06-18,1,58,38,30,4
Monday,06-06-18,1,59,44,25,2
Monday,06-06-18,1,60,3,36,5
Monday,06-06-18,1,61,16,8,5
Monday,06-06-18,1,62,35,9,2
Monday,06-06-18,1,63,38,8,1
Monday,06-06-18,1,64,22,30,3
Monday,06-06-18,1,65,45,19,3
Monday,06-06-18,1,66,34,30,4
Monday,06-06-18,1,67,22,29,4
Monday,06-06-18,1,68,26,36,3
Monday,06-06-18,1,69,8,15,2
Monday,06-06-18,1,70,38,45,4
Monday,06-06-18,1,71,26,8,1
Monday,06-06-18,1,72,33,19,4
Monday,06-06-18,1,73,16,10,5
Monday,06-06-18,1,74,25,31,2
Monday,06-06-18,1,75,22,39,5
Monday,06-06-18,1,76,23,36,4
Monday,06-06-18,1,77,20,33,2
Monday,06-06-18,1,78,35,17,5
Monday,06-06-18,1,79,41,8,4
Monday,06-06-18,1,80,3,19,4
Monday,06-06-18,1,81,42,6,5
Monday,06-06-18,1,82,10,17,1
Monday,06-06-18,1,83,30,36,1
Monday,06-06-18,1,84,9,18,1
Monday,06-06-18,1,85,31,24,2
Monday,06-06-18,1,86,42,13,2
Monday,06-06-18,1,87,13,28,3
Monday,06-06-18,1,88,8,31,3
Monday,06-06-18,1,89,17,29,4
Monday,06-06-18,1,90,1,9,1
Monday,06-06-18,1,91,17,12,1
Monday,06-06-18,1,92,18,13,1
Monday,06-06-18,1,93,29,37,2
Monday,06-06-18,1,94,4,34,4
Monday,06-06-18,1,95,26,14,3
Monday,06-06-18,1,96,30,14,5
Monday,06-06-18,1,97,18,14,1
Monday,06-06-18,1,98,26,20,4
Monday,06-06-18,1,99,3,23,2
Monday,06-06-18,1,100,46,26,4
Monday,06-06-18,1,101,46,13,4
Monday,06-06-18,1,102,9,30,2
Monday,06-06-18,1,103,16,12,3
Monday,06-06-18,1,104,15,34,1
Monday,06-06-18,1,105,40,12,3
Monday,06-06-18,1,106,25,21,5
Monday,06-06-18,1,107,9,11,2
Monday,06-06-18,1,108,23,21,1
Monday,06-06-18,1,109,25,29,3
Monday,06-06-18,1,110,16,26,1
Monday,06-06-18,1,111,6,43,4
Monday,06-06-18,1,112,24,10,1
Monday,06-06-18,1,113,36,24,2
Monday,06-06-18,1,114,12,31,4
Monday,06-06-18,1,115,25,39,5
Monday,06-06-18,1,116,18,9,5
Monday,06-06-18,1,117,6,45,2
Monday,06-06-18,1,118,34,28,4
Monday,06-06-18,1,119,6,19,5
Monday,06-06-18,1,120,41,20,5
Monday,06-06-18,1,121,25,45,3
Monday,06-06-18,1,122,38,25,5
Monday,06-06-18,1,123,32,35,2
Monday,06-06-18,1,124,8,32,5
Monday,06-06-18,1,125,44,41,5
Monday,06-06-18,1,126,16,34,3
Monday,06-06-18,1,127,36,8,5
Monday,06-06-18,1,128,6,17,3
Monday,06-06-18,1,129,46,39,5
Monday,06-06-18,1,130,22,13,2
Monday,06-06-18,1,131,44,21,5
Monday,06-06-18,1,132,11,18,5
Monday,06-06-18,1,133,42,33,4
Monday,06-06-18,1,134,45,23,5
Monday,06-06-18,1,135,23,30,1
Monday,06-06-18,1,136,7,17,4
Monday,06-06-18,1,137,7,39,2
Monday,06-06-18,1,138,19,8,1
Monday,06-06-18,1,139,23,38,4
Monday,06-06-18,1,140,29,42,5
Monday,06-06-18,1,141,28,32,4
Monday,06-06-18,1,142,6,39,1
Monday,06-06-18,1,143,42,11,5
Monday,06-06-18,1,144,18,31,2
Tuesday,07-06-18,2,1,26,24,1
Tuesday,07-06-18,2,2,20,43,2
Tuesday,07-06-18,2,3,25,13,3
Tuesday,07-06-18,2,4,42,28,5
Tuesday,07-06-18,2,5,36,14,1
Tuesday,07-06-18,2,6,12,10,2
Tuesday,07-06-18,2,7,26,45,1
Tuesday,07-06-18,2,8,24,8,4
Tuesday,07-06-18,2,9,26,25,3
Tuesday,07-06-18,2,10,46,12,1
Tuesday,07-06-18,2,11,26,19,1
Tuesday,07-06-18,2,12,12,33,5
Tuesday,07-06-18,2,13,39,33,3
Tuesday,07-06-18,2,14,20,8,1
Tuesday,07-06-18,2,15,44,7,1
Tuesday,07-06-18,2,16,8,35,4
Tuesday,07-06-18,2,17,31,24,3
Tuesday,07-06-18,2,18,17,45,4
Tuesday,07-06-18,2,19,22,15,1
Tuesday,07-06-18,2,20,19,24,3
Tuesday,07-06-18,2,21,22,6,2
Tuesday,07-06-18,2,22,6,15,3
Tuesday,07-06-18,2,23,21,40,2
Tuesday,07-06-18,2,24,35,29,3
Tuesday,07-06-18,2,25,46,18,4
Tuesday,07-06-18,2,26,17,7,1
Tuesday,07-06-18,2,27,16,28,4
Tuesday,07-06-18,2,28,32,33,2
Tuesday,07-06-18,2,29,37,38,4
Tuesday,07-06-18,2,30,8,7,3
Tuesday,07-06-18,2,31,21,36,3
Tuesday,07-06-18,2,32,40,26,4
Tuesday,07-06-18,2,33,43,44,5
Tuesday,07-06-18,2,34,9,22,5
Tuesday,07-06-18,2,35,43,12,4
Tuesday,07-06-18,2,36,21,31,3
Tuesday,07-06-18,2,37,42,11,3
Tuesday,07-06-18,2,38,25,41,2
Tuesday,07-06-18,2,39,39,44,3
Tuesday,07-06-18,2,40,1,10,4
Tuesday,07-06-18,2,41,10,10,3
Tuesday,07-06-18,2,42,42,31,3
Tuesday,07-06-18,2,43,45,7,1
Tuesday,07-06-18,2,44,23,40,5
Tuesday,07-06-18,2,45,38,18,1
Tuesday,07-06-18,2,46,28,35,3
Tuesday,07-06-18,2,47,25,20,4
Tuesday,07-06-18,2,48,31,39,3
Tuesday,07-06-18,2,49,5,35,4
Tuesday,07-06-18,2,50,38,26,5
Tuesday,07-06-18,2,51,36,29,4
Tuesday,07-06-18,2,52,35,40,4
Tuesday,07-06-18,2,53,6,35,5
Tuesday,07-06-18,2,54,14,16,4
Tuesday,07-06-18,2,55,7,6,2
Tuesday,07-06-18,2,56,43,14,3
Tuesday,07-06-18,2,57,1,13,2
Tuesday,07-06-18,2,58,28,13,1
Tuesday,07-06-18,2,59,10,9,3
Tuesday,07-06-18,2,60,13,25,4
Tuesday,07-06-18,2,61,28,41,5
Tuesday,07-06-18,2,62,32,12,4
Tuesday,07-06-18,2,63,44,12,1
Tuesday,07-06-18,2,64,26,9,2
Tuesday,07-06-18,2,65,44,15,5
Tuesday,07-06-18,2,66,7,24,1
Tuesday,07-06-18,2,67,13,16,2
Tuesday,07-06-18,2,68,29,37,1
Tuesday,07-06-18,2,69,9,27,3
Tuesday,07-06-18,2,70,37,35,4
Tuesday,07-06-18,2,71,47,6,3
Tuesday,07-06-18,2,72,10,18,1
Tuesday,07-06-18,2,73,6,20,3
Tuesday,07-06-18,2,74,13,36,5
Tuesday,07-06-18,2,75,36,25,1
Tuesday,07-06-18,2,76,24,23,1
Tuesday,07-06-18,2,77,35,25,5
Tuesday,07-06-18,2,78,38,17,2
Tuesday,07-06-18,2,79,25,29,1
Tuesday,07-06-18,2,80,29,29,2
Tuesday,07-06-18,2,81,15,41,2
Tuesday,07-06-18,2,82,27,16,5
Tuesday,07-06-18,2,83,45,15,4
Tuesday,07-06-18,2,84,10,45,5
Tuesday,07-06-18,2,85,32,12,1
Tuesday,07-06-18,2,86,28,27,3
Tuesday,07-06-18,2,87,0,6,1
Tuesday,07-06-18,2,88,17,13,2
Tuesday,07-06-18,2,89,15,8,2
Tuesday,07-06-18,2,90,20,44,2
Tuesday,07-06-18,2,91,34,15,1
Tuesday,07-06-18,2,92,9,20,3
Tuesday,07-06-18,2,93,32,38,4
Tuesday,07-06-18,2,94,25,16,4
Tuesday,07-06-18,2,95,31,6,5
Tuesday,07-06-18,2,96,14,11,3
Tuesday,07-06-18,2,97,17,17,5
Tuesday,07-06-18,2,98,19,45,5
Tuesday,07-06-18,2,99,33,9,4
Tuesday,07-06-18,2,100,9,12,4
Tuesday,07-06-18,2,101,42,44,5
Tuesday,07-06-18,2,102,2,38,4
Tuesday,07-06-18,2,103,32,38,5
Tuesday,07-06-18,2,104,39,14,4
Tuesday,07-06-18,2,105,9,39,4
Tuesday,07-06-18,2,106,33,33,1
Tuesday,07-06-18,2,107,46,43,4
Tuesday,07-06-18,2,108,12,21,5
Tuesday,07-06-18,2,109,34,32,2
Tuesday,07-06-18,2,110,31,35,3
Tuesday,07-06-18,2,111,36,20,4
Tuesday,07-06-18,2,112,36,14,2
Tuesday,07-06-18,2,113,23,18,2
Tuesday,07-06-18,2,114,13,27,4
Tuesday,07-06-18,2,115,37,21,5
Tuesday,07-06-18,2,116,2,18,1
Tuesday,07-06-18,2,117,15,8,2
Tuesday,07-06-18,2,118,17,22,1
Tuesday,07-06-18,2,119,34,6,4
Tuesday,07-06-18,2,120,24,35,4
Tuesday,07-06-18,2,121,34,23,3
Tuesday,07-06-18,2,122,3,10,3
Tuesday,07-06-18,2,123,40,27,4
Tuesday,07-06-18,2,124,34,11,2
Tuesday,07-06-18,2,125,19,39,5
Tuesday,07-06-18,2,126,47,42,1
Tuesday,07-06-18,2,127,8,43,4
Tuesday,07-06-18,2,128,24,17,1
Tuesday,07-06-18,2,129,27,33,5
Tuesday,07-06-18,2,130,28,9,4
Tuesday,07-06-18,2,131,5,22,5
Tuesday,07-06-18,2,132,19,18,1
Tuesday,07-06-18,2,133,33,35,5
Tuesday,07-06-18,2,134,37,42,3
Tuesday,07-06-18,2,135,19,23,1
Tuesday,07-06-18,2,136,18,45,2
Tuesday,07-06-18,2,137,45,33,1
Tuesday,07-06-18,2,138,11,18,5
Tuesday,07-06-18,2,139,33,34,2
Tuesday,07-06-18,2,140,47,21,4
Tuesday,07-06-18,2,141,46,15,3
Tuesday,07-06-18,2,142,8,36,2
Tuesday,07-06-18,2,143,8,32,4
Tuesday,07-06-18,2,144,26,25,1
Wednesday,08-06-18,3,1,32,22,5
Wednesday,08-06-18,3,2,6,13,4
Wednesday,08-06-18,3,3,11,16,3
Wednesday,08-06-18,3,4,14,23,4
Wednesday,08-06-18,3,5,24,14,1
Wednesday,08-06-18,3,6,38,12,4
Wednesday,08-06-18,3,7,21,13,4
Wednesday,08-06-18,3,8,14,33,5
Wednesday,08-06-18,3,9,39,26,4
Wednesday,08-06-18,3,10,42,17,5
Wednesday,08-06-18,3,11,41,19,1
Wednesday,08-06-18,3,12,30,34,4
Wednesday,08-06-18,3,13,45,45,3
Wednesday,08-06-18,3,14,10,25,2
Wednesday,08-06-18,3,15,4,45,2
Wednesday,08-06-18,3,16,19,31,5
Wednesday,08-06-18,3,17,43,30,3
Wednesday,08-06-18,3,18,40,25,2
Wednesday,08-06-18,3,19,18,10,1
Wednesday,08-06-18,3,20,3,7,1
Wednesday,08-06-18,3,21,31,38,3
Wednesday,08-06-18,3,22,14,45,2
Wednesday,08-06-18,3,23,16,25,3
Wednesday,08-06-18,3,24,0,32,4
Wednesday,08-06-18,3,25,20,9,4
Wednesday,08-06-18,3,26,28,19,5
Wednesday,08-06-18,3,27,30,40,1
Wednesday,08-06-18,3,28,15,10,5
Wednesday,08-06-18,3,29,24,17,3
Wednesday,08-06-18,3,30,17,41,5
Wednesday,08-06-18,3,31,47,18,5
Wednesday,08-06-18,3,32,28,43,5
Wednesday,08-06-18,3,33,22,19,2
Wednesday,08-06-18,3,34,16,43,5
Wednesday,08-06-18,3,35,35,13,4
Wednesday,08-06-18,3,36,45,17,5
Wednesday,08-06-18,3,37,26,41,4
Wednesday,08-06-18,3,38,33,21,2
Wednesday,08-06-18,3,39,0,29,3
Wednesday,08-06-18,3,40,5,33,2
Wednesday,08-06-18,3,41,10,28,4
Wednesday,08-06-18,3,42,47,6,5
Wednesday,08-06-18,3,43,10,16,5
Wednesday,08-06-18,3,44,45,23,3
Wednesday,08-06-18,3,45,19,30,5
Wednesday,08-06-18,3,46,15,35,5
Wednesday,08-06-18,3,47,24,33,5
Wednesday,08-06-18,3,48,7,44,5
Wednesday,08-06-18,3,49,32,39,1
Wednesday,08-06-18,3,50,20,7,5
Wednesday,08-06-18,3,51,41,30,2
Wednesday,08-06-18,3,52,33,35,3
Wednesday,08-06-18,3,53,39,17,3
Wednesday,08-06-18,3,54,31,8,4
Wednesday,08-06-18,3,55,1,25,3
Wednesday,08-06-18,3,56,15,17,3
Wednesday,08-06-18,3,57,46,13,1
Wednesday,08-06-18,3,58,40,44,2
Wednesday,08-06-18,3,59,11,21,5
Wednesday,08-06-18,3,60,18,29,4
Wednesday,08-06-18,3,61,43,29,1
Wednesday,08-06-18,3,62,6,31,5
Wednesday,08-06-18,3,63,7,30,2
Wednesday,08-06-18,3,64,44,25,5
Wednesday,08-06-18,3,65,3,27,4
Wednesday,08-06-18,3,66,5,11,3
Wednesday,08-06-18,3,67,20,32,3
Wednesday,08-06-18,3,68,28,10,4
Wednesday,08-06-18,3,69,40,17,4
Wednesday,08-06-18,3,70,18,10,5
Wednesday,08-06-18,3,71,14,20,2
Wednesday,08-06-18,3,72,41,20,1
Wednesday,08-06-18,3,73,19,40,5
Wednesday,08-06-18,3,74,8,22,1
Wednesday,08-06-18,3,75,3,6,2
Wednesday,08-06-18,3,76,8,36,3
Wednesday,08-06-18,3,77,21,31,3
Wednesday,08-06-18,3,78,1,6,5
Wednesday,08-06-18,3,79,9,21,5
Wednesday,08-06-18,3,80,30,27,5
Wednesday,08-06-18,3,81,37,6,5
Wednesday,08-06-18,3,82,9,23,5
Wednesday,08-06-18,3,83,24,17,5
Wednesday,08-06-18,3,84,32,38,4
Wednesday,08-06-18,3,85,44,32,5
Wednesday,08-06-18,3,86,33,43,1
Wednesday,08-06-18,3,87,22,42,5
Wednesday,08-06-18,3,88,31,45,2
Wednesday,08-06-18,3,89,18,7,2
Wednesday,08-06-18,3,90,43,20,3
Wednesday,08-06-18,3,91,40,37,3
Wednesday,08-06-18,3,92,25,17,3
Wednesday,08-06-18,3,93,22,20,4
Wednesday,08-06-18,3,94,32,38,3
Wednesday,08-06-18,3,95,10,38,5
Wednesday,08-06-18,3,96,13,45,5
Wednesday,08-06-18,3,97,41,26,4
Wednesday,08-06-18,3,98,37,33,4
Wednesday,08-06-18,3,99,15,12,5
Wednesday,08-06-18,3,100,3,32,1
Wednesday,08-06-18,3,101,33,36,4
Wednesday,08-06-18,3,102,31,37,2
Wednesday,08-06-18,3,103,32,29,2
Wednesday,08-06-18,3,104,47,41,1
Wednesday,08-06-18,3,105,46,28,2
Wednesday,08-06-18,3,106,24,42,4
Wednesday,08-06-18,3,107,37,42,3
Wednesday,08-06-18,3,108,29,27,4
Wednesday,08-06-18,3,109,13,19,3
Wednesday,08-06-18,3,110,43,44,2
Wednesday,08-06-18,3,111,45,33,5
Wednesday,08-06-18,3,112,2,28,5
Wednesday,08-06-18,3,113,17,12,1
Wednesday,08-06-18,3,114,37,42,4
Wednesday,08-06-18,3,115,24,23,4
Wednesday,08-06-18,3,116,3,40,3
Wednesday,08-06-18,3,117,34,40,3
Wednesday,08-06-18,3,118,20,24,5
Wednesday,08-06-18,3,119,19,38,3
Wednesday,08-06-18,3,120,5,38,2
Wednesday,08-06-18,3,121,14,14,5
Wednesday,08-06-18,3,122,21,11,1
Wednesday,08-06-18,3,123,32,13,2
Wednesday,08-06-18,3,124,18,6,5
Wednesday,08-06-18,3,125,10,21,5
Wednesday,08-06-18,3,126,27,17,2
Wednesday,08-06-18,3,127,24,27,1
Wednesday,08-06-18,3,128,31,30,1
Wednesday,08-06-18,3,129,6,31,3
Wednesday,08-06-18,3,130,28,34,4
Wednesday,08-06-18,3,131,37,30,3
Wednesday,08-06-18,3,132,13,29,5
Wednesday,08-06-18,3,133,41,43,4
Wednesday,08-06-18,3,134,37,15,3
Wednesday,08-06-18,3,135,39,22,4
Wednesday,08-06-18,3,136,42,43,2
Wednesday,08-06-18,3,137,4,21,4
Wednesday,08-06-18,3,138,2,10,2
Wednesday,08-06-18,3,139,8,40,2
Wednesday,08-06-18,3,140,17,36,3
Wednesday,08-06-18,3,141,29,28,2
Wednesday,08-06-18,3,142,30,16,2
Wednesday,08-06-18,3,143,25,22,3
Wednesday,08-06-18,3,144,9,42,1
Thursday,09-06-18,4,1,14,28,3
Thursday,09-06-18,4,2,24,13,2
Thursday,09-06-18,4,3,12,39,3
Thursday,09-06-18,4,4,7,31,1
Thursday,09-06-18,4,5,4,29,4
Thursday,09-06-18,4,6,29,21,2
Thursday,09-06-18,4,7,11,19,1
Thursday,09-06-18,4,8,10,12,5
Thursday,09-06-18,4,9,32,27,3
Thursday,09-06-18,4,10,3,11,3
Thursday,09-06-18,4,11,13,31,2
Thursday,09-06-18,4,12,42,39,2
Thursday,09-06-18,4,13,44,26,5
Thursday,09-06-18,4,14,3,39,4
Thursday,09-06-18,4,15,22,9,2
Thursday,09-06-18,4,16,28,36,1
Thursday,09-06-18,4,17,45,29,3
Thursday,09-06-18,4,18,9,10,3
Thursday,09-06-18,4,19,37,40,3
Thursday,09-06-18,4,20,12,14,2
Thursday,09-06-18,4,21,26,16,1
Thursday,09-06-18,4,22,1,33,2
Thursday,09-06-18,4,23,47,7,4
Thursday,09-06-18,4,24,12,17,5
Thursday,09-06-18,4,25,47,16,3
Thursday,09-06-18,4,26,2,16,3
Thursday,09-06-18,4,27,10,7,3
Thursday,09-06-18,4,28,20,26,4
Thursday,09-06-18,4,29,32,35,5
Thursday,09-06-18,4,30,8,26,1
Thursday,09-06-18,4,31,41,22,2
Thursday,09-06-18,4,32,1,25,4
Thursday,09-06-18,4,33,39,19,2
Thursday,09-06-18,4,34,33,21,5
Thursday,09-06-18,4,35,10,25,5
Thursday,09-06-18,4,36,41,31,1
Thursday,09-06-18,4,37,16,19,1
Thursday,09-06-18,4,38,43,22,4
Thursday,09-06-18,4,39,13,10,3
Thursday,09-06-18,4,40,38,20,1
Thursday,09-06-18,4,41,37,17,1
Thursday,09-06-18,4,42,24,11,4
Thursday,09-06-18,4,43,11,36,3
Thursday,09-06-18,4,44,23,18,1
Thursday,09-06-18,4,45,9,6,2
Thursday,09-06-18,4,46,4,11,5
Thursday,09-06-18,4,47,33,26,5
Thursday,09-06-18,4,48,21,35,2
Thursday,09-06-18,4,49,9,10,4
Thursday,09-06-18,4,50,5,21,5
Thursday,09-06-18,4,51,5,35,4
Thursday,09-06-18,4,52,13,15,2
Thursday,09-06-18,4,53,43,27,1
Thursday,09-06-18,4,54,31,45,5
Thursday,09-06-18,4,55,15,37,1
Thursday,09-06-18,4,56,46,34,5
Thursday,09-06-18,4,57,26,6,4
Thursday,09-06-18,4,58,0,38,3
Thursday,09-06-18,4,59,13,21,3
Thursday,09-06-18,4,60,7,38,3
Thursday,09-06-18,4,61,31,9,3
Thursday,09-06-18,4,62,32,14,4
Thursday,09-06-18,4,63,13,9,2
Thursday,09-06-18,4,64,21,27,3
Thursday,09-06-18,4,65,5,30,3
Thursday,09-06-18,4,66,13,19,1
Thursday,09-06-18,4,67,45,10,4
Thursday,09-06-18,4,68,28,11,4
Thursday,09-06-18,4,69,39,26,4
Thursday,09-06-18,4,70,47,22,3
Thursday,09-06-18,4,71,0,31,3
Thursday,09-06-18,4,72,5,30,5
Thursday,09-06-18,4,73,16,16,2
Thursday,09-06-18,4,74,16,13,3
Thursday,09-06-18,4,75,5,42,3
Thursday,09-06-18,4,76,1,41,1
Thursday,09-06-18,4,77,1,37,1
Thursday,09-06-18,4,78,16,23,3
Thursday,09-06-18,4,79,32,26,4
Thursday,09-06-18,4,80,20,35,3
Thursday,09-06-18,4,81,27,45,3
Thursday,09-06-18,4,82,37,35,2
Thursday,09-06-18,4,83,11,41,3
Thursday,09-06-18,4,84,36,27,1
Thursday,09-06-18,4,85,47,40,2
Thursday,09-06-18,4,86,3,10,2
Thursday,09-06-18,4,87,38,26,5
Thursday,09-06-18,4,88,3,34,5
Thursday,09-06-18,4,89,40,12,3
Thursday,09-06-18,4,90,36,22,4
Thursday,09-06-18,4,91,1,30,1
Thursday,09-06-18,4,92,47,39,1
Thursday,09-06-18,4,93,27,23,1
Thursday,09-06-18,4,94,43,19,2
Thursday,09-06-18,4,95,8,6,2
Thursday,09-06-18,4,96,38,22,2
Thursday,09-06-18,4,97,2,35,4
Thursday,09-06-18,4,98,18,25,5
Thursday,09-06-18,4,99,31,29,2
Thursday,09-06-18,4,100,1,36,1
Thursday,09-06-18,4,101,24,43,2
Thursday,09-06-18,4,102,22,15,2
Thursday,09-06-18,4,103,34,23,3
Thursday,09-06-18,4,104,26,11,4
Thursday,09-06-18,4,105,17,20,1
Thursday,09-06-18,4,106,13,29,5
Thursday,09-06-18,4,107,33,34,2
Thursday,09-06-18,4,108,27,8,5
Thursday,09-06-18,4,109,2,23,1
Thursday,09-06-18,4,110,31,8,4
Thursday,09-06-18,4,111,41,19,4
Thursday,09-06-18,4,112,21,28,5
Thursday,09-06-18,4,113,13,13,5
Thursday,09-06-18,4,114,41,42,2
Thursday,09-06-18,4,115,25,8,5
Thursday,09-06-18,4,116,6,45,5
Thursday,09-06-18,4,117,14,37,2
Thursday,09-06-18,4,118,29,17,2
Thursday,09-06-18,4,119,41,40,2
Thursday,09-06-18,4,120,6,27,1
Thursday,09-06-18,4,121,32,19,5
Thursday,09-06-18,4,122,11,24,1
Thursday,09-06-18,4,123,38,28,2
Thursday,09-06-18,4,124,47,9,4
Thursday,09-06-18,4,125,37,11,1
Thursday,09-06-18,4,126,24,44,2
Thursday,09-06-18,4,127,29,32,1
Thursday,09-06-18,4,128,6,33,1
Thursday,09-06-18,4,129,12,9,4
Thursday,09-06-18,4,130,43,41,3
Thursday,09-06-18,4,131,21,33,3
Thursday,09-06-18,4,132,35,18,4
Thursday,09-06-18,4,133,10,26,2
Thursday,09-06-18,4,134,25,35,2
Thursday,09-06-18,4,135,45,15,2
Thursday,09-06-18,4,136,46,27,3
Thursday,09-06-18,4,137,37,38,5
Thursday,09-06-18,4,138,0,43,1
Thursday,09-06-18,4,139,36,9,1
Thursday,09-06-18,4,140,20,15,5
Thursday,09-06-18,4,141,36,22,4
Thursday,09-06-18,4,142,43,42,3
Thursday,09-06-18,4,143,1,41,4
Thursday,09-06-18,4,144,0,22,3
Friday,10-06-18,5,1,21,8,4
Friday,10-06-18,5,2,19,30,3
Friday,10-06-18,5,3,39,31,5
Friday,10-06-18,5,4,35,34,1
Friday,10-06-18,5,5,31,15,5
Friday,10-06-18,5,6,35,45,4
Friday,10-06-18,5,7,46,37,1
Friday,10-06-18,5,8,37,20,5
Friday,10-06-18,5,9,7,18,4
Friday,10-06-18,5,10,10,44,2
Friday,10-06-18,5,11,27,38,5
Friday,10-06-18,5,12,17,39,4
Friday,10-06-18,5,13,3,6,2
Friday,10-06-18,5,14,21,30,1
Friday,10-06-18,5,15,31,36,5
Friday,10-06-18,5,16,41,11,1
Friday,10-06-18,5,17,15,18,2
Friday,10-06-18,5,18,46,40,4
Friday,10-06-18,5,19,14,42,5
Friday,10-06-18,5,20,17,36,2
Friday,10-06-18,5,21,9,22,3
Friday,10-06-18,5,22,21,39,2
Friday,10-06-18,5,23,13,30,3
Friday,10-06-18,5,24,14,15,1
Friday,10-06-18,5,25,35,27,2
Friday,10-06-18,5,26,18,22,2
Friday,10-06-18,5,27,36,21,1
